Autor	Tekst	Procesiran tekst
13	zar sam ja kriv što mi život nije mio, što ujedno volim i mrzim sve ljude. znam budućnost moja kakva će da bude, jer to je poklon moje muze bio. zar sam ja kriv što sam pesnik koji peva teške muke i gorke nevolje? nisam to postao od sopstvene volje - takvu sudbinu usud meni skroji. znam - životna staza ružama ne cveta; ona je buncanje, duše bolne san, i pesma moja dosadna je, znam, ali ja kriv nisam - takav sam poeta.	['zar', 'kriv', 'život', 'mio', 'ujedno', 'voliti', 'mrziti', 'čovek', 'znati', 'budućnost', 'kakav', 'jer', 'poklon', 'muza', 'zar', 'kriv', 'pesnik', 'koji', 'pevati', 'težak', 'muka', 'gorak', 'nevolja', 'postati', 'sopstven', 'volja', 'takav', 'sudbina', 'usud', 'skrojiti', 'znati', 'životan', 'staza', 'ruža', 'cvetati', 'buncanje', 'duša', 'bolan', 'san', 'pesma', 'dosadan', 'znati', 'kriv', 'takav', 'poeta']
10	gledam te. ti si, a nisi. ruke su tvoje. a nisu. bar mi pismo napiši da vidim po rukopisu. gledam te. sneg na kosi. i korak isti. drag. i vetar pahulje nosi i zameće ti trag. gledam te. a sneg sipa. i sve te više znam. u sobi miriše lipa. ponoć je. opet sam.	['gledati', 'ruka', 'bar', 'pismo', 'napisati', 'videti', 'rukopis', 'gledati', 'sneg', 'kosa', 'korak', 'isti', 'drag', 'vetar', 'pahulja', 'nositi', 'zametati', 'trag', 'gledati', 'sneg', 'sipati', 'mnogo', 'znati', 'soba', 'mirisati', 'lipa', 'ponoć', 'opet']
10	kad dođe čas, bože, da se odmetnem, na drugu obalu, među svoje, pomozi, na čas, bar, da sretnem sve one što se susreta boje; šta ću im reći, šta prećutati, kakva će vest od mene da se sazna, da li im dolazim da se vratim ili kao opomena i kao kazna? kad kucne ura da se krene, u nepostojanje, u duša vrt, učini ko da je došla po mene lenka dunđerska a ne smrt...	['doći', 'čas', 'Bog', 'odmetnuti', 'drugi', 'obala', 'među', 'svoj', 'pomoći', 'čas', 'bar', 'sresti', 'onaj', 'susret', 'boja', 'oni', 'reći', 'prećutati', 'kakav', 'vest', 'saznati', 'oni', 'dolaziti', 'vratiti', 'ili', 'opomena', 'kazna', 'kucnuti', 'ur', 'krenuti', 'nepostojanje', 'duša', 'vrt', 'učiniti', 'doći', 'Lenk', 'dunđerski', 'smrt']
10	moja te reč dotakla u trenu kad si odlučila da ne veruješ nikome ko je odrastao i ko pokušava da te ukroti. kao ptica nevidljiva, kao žuti list koji te u šetnji presretne naglo i upozori na pad. jer jesen je. jer sve je prolazno i sve se smenjuje. kao da gledaš veliku reku u predvečerje koja odnosi bele lađe, a iza svakog malenog osvetljenog prozora možda odlazi neko koga bi mogla zavoleti zauvek.	['reč', 'dotaći', 'tren', 'odlučiti', 'verovati', 'niko', 'odrastati', 'pokušavati', 'ukrotiti', 'ptica', 'nevidljiv', 'žut', 'list', 'koji', 'šetnja', 'presresti', 'naglo', 'upozoriti', 'pad', 'jer', 'jesen', 'jer', 'prolazan', 'smenjivati', 'gledati', 'velik', 'reka', 'predvečerje', 'koji', 'odnositi', 'beo', 'lađa', 'iza', 'svaki', 'malen', 'osvetliti', 'prozor', 'možda', 'odlaziti', 'netko', 'moći', 'zavoleti', 'zauvek']
12	neko je od kamena, neko od gline, ja srebrnim sjajem plenim! ja sam od izdaje, ja sam marina, ja sam varljiva morska pena. za one od gline, za one od mesa - i sanduk, i kamen nad grobom... sred mora sam krštena, i trajem, jesam, a večno u letu se drobim. samovolja moja će probiti svuda, i mreže i srce svako. ukroti de, čik, ove kovrdže luda, načini me zemljanim prahom. nov talas - i vaskrsnem ja, razbijena o kolena vaša gorska! pa - živela pena - ta vesela pena - ta visoka pena morska.	['netko', 'kamen', 'netko', 'glina', 'srebrn', 'sjaj', 'pleniti', 'izdaja', 'marina', 'varljiv', 'morski', 'pena', 'onaj', 'glina', 'onaj', 'meso', 'sanduk', 'kamen', 'nad', 'grob', 'sred', 'morati', 'krstiti', 'trajati', 'večno', 'leto', 'drobiti', 'samovolja', 'probiti', 'svuda', 'mreža', 'srce', 'svaki', 'ukrotiti', 'de', 'Čik', 'ovaj', 'kovrdža', 'lud', 'način', 'zemljani', 'prah', 'nov', 'talas', 'vaskrsnuti', 'razbiti', 'koleno', 'vaš', 'gorski', 'živeti', 'pena', 'veseo', 'pena', 'visok', 'pena', 'morski']
12	noćas sam sama sred noćne jave – bez sna i bez doma – duše sive. noćas imam sve ključeve i brave od kapija ove prestonice divne! nesanica me izbaci na put studeni, o kako si mi divan, tamni moj kremlju! noćas, evo, ljubim u meke grudi ovu okruglu, ratničku zemlju! podiže se – ne kosa, već krzno vetrom što preteški u dušu mi se svale. noćas želim sve ljude planetom bilo da ih vole, bilo da ih žale.	['noćas', 'sam', 'sred', 'noćni', 'java', 'bez', 'san', 'bez', 'dom', 'duša', 'siv', 'noćas', 'imati', 'ključ', 'brava', 'kapija', 'ovaj', 'prestonica', 'divan', 'nesanica', 'izbaciti', 'put', 'studeni', 'kako', 'divan', 'taman', 'kremlj', 'noćas', 'evo', 'ljubiti', 'mek', 'grudi', 'ovaj', 'okrugao', 'ratnički', 'zemlja', 'podizati', 'kosa', 'već', 'krzno', 'vetar', 'pretežak', 'duša', 'svaliti', 'noćas', 'želeti', 'čovek', 'planet', 'oni', 'voliti', 'oni', 'žaliti']
12	ja sam stranica tvome peru: bela stranica - sve primam vedro, ja sam riznica tvome blagu - veruj, kad uzrastem, uzvratiću štedro. ti si mi zrak, ki me kišom kvasiš: ja sam crna zemlja oko sela. ti si moj gospod, gospodin, a ja sam tvoja crnica - i hartija bela.	['stranica', 'prati', 'beo', 'stranica', 'primati', 'vedro', 'riznica', 'blag', 'verovati', 'uzrasti', 'uzvratiti', 'štedro', 'zrak', 'ki', 'kiša', 'kvasiti', 'crn', 'zemlja', 'oko', 'selo', 'Gospod', 'gospodin', 'crnica', 'hartija', 'beo']
12	ako je duša rođena da ima krila, šta će joj koliba i šta će joj vila! našto džingis kan, našto horda! eto, dva neprijatelja imam na svetu: dva sveta, al su blizanački sliti -  to su glad gladnih i sitost sitih!	['ako', 'duša', 'roditi', 'imati', 'krilo', 'koliba', 'vila', 'našto', 'džingis', 'kan', 'našto', 'horda', 'eto', 'dva', 'neprijatelj', 'imati', 'svet', 'dva', 'svet', 'blizanački', 'sliti', 'glad', 'gladan', 'sitost', 'sit']
9	padao je suton, dan je bio kišan, mi nevini, topli, iskričave krvi, čekasmo nesvesno val vekova stišan, da u strahu pljusne u poljubac prvi. a sad kako rado svu budućnost nudim, tražeći strah onaj, rumenilo stida, da, ko nekad, kroku besciljnom se čudim, da mađiski dvorac mašta s jutra zida. ja ljubavi imam još sočne i sveže. neuvelih grudi evo troši čari! o, kako me peku te nevine mreže; neki blatav demon njima gospodari. ne stapajmo usne, jer se ljubav siti; vaj, sve bliže dan je besvetih kumira, dan kad više neće u nas straha biti, a presićen nagon zatražiće mira. kako brzo nebo biva idol bludan, i svetinja svetih pod noge se meće! i poljubac svaki kog sam svesno žudan kap je zlatnog blata na zrcalu sreće.	['padati', 'suton', 'dan', 'kišan', 'nevin', 'topao', 'iskričav', 'krv', 'čekati', 'nesvesno', 'val', 'vek', 'stišati', 'strah', 'pljusnuti', 'poljubac', 'prvi', 'sad', 'kako', 'rado', 'budućnost', 'nuditi', 'tražiti', 'strah', 'onaj', 'rumenilo', 'stid', 'nekad', 'krok', 'besciljan', 'čuditi', 'mađiskiti', 'dvorac', 'mašta', 'jutro', 'zid', 'ljubav', 'imati', 'još', 'sočan', 'svež', 'neuvel', 'grudi', 'evo', 'trošiti', 'čar', 'kako', 'peći', 'nevin', 'mreža', 'neki', 'blatav', 'demon', 'oni', 'gospodar', 'stapati', 'usna', 'jer', 'ljubav', 'sit', 'vajfaj', 'sve', 'blisko', 'dan', 'besvet', 'kumir', 'dan', 'mnogo', 'strah', 'presiti', 'nagon', 'zatražiti', 'mir', 'kako', 'brz', 'nebo', 'bivati', 'idol', 'bludan', 'svetinja', 'svet', 'pod', 'noga', 'metati', 'poljubac', 'svaki', 'svesno', 'žudan', 'kap', 'zlatan', 'blato', 'zrcalo', 'sreća']
9	muče me tvoje oči nikad stalne, čas smrtno crne, čas kô osmeh nežne, čas modro plave, zeleno opalne, kristalne i meke ko pahulje snežne. njin gospodski pogled svud me prati. ja bivam nema i bezvoljna lutka iznad koje se niz oblaka jati, a pati što krv će tvoja u nju da se utka. čujem reč njinu ko vlastitu grižu, u zvezdama ih vidim kad se rode; čelične, one do kosti mi stižu i sižu razorne, mutne kô proletnje vode. neizgladive kao večno klete poljane, koje mrtve use zgrću, za tuđi ujed na meni se svete i prete te oči koje ne tamne ni smrću.	['mučiti', 'oko', 'nikad', 'stalan', 'čas', 'smrtno', 'crn', 'čas', 'kô', 'osmeh', 'nežan', 'čas', 'modar', 'plav', 'zeleno', 'opalni', 'kristalan', 'mek', 'pahulja', 'snežan', 'njin', 'gospodski', 'pogled', 'svud', 'pratiti', 'bivati', 'nemati', 'bezvoljan', 'lutka', 'iznad', 'koji', 'niz', 'oblak', 'jatiti', 'patiti', 'krv', 'utkati', 'čuti', 'reč', 'Njina', 'vlastit', 'griža', 'zvezda', 'oni', 'videti', 'roditi', 'čeličan', 'oni', 'kost', 'stizati', 'sizati', 'razoran', 'mutan', 'kô', 'proletnji', 'voda', 'neizgladiv', 'večno', 'klet', 'poljana', 'koji', 'mrtav', 'use', 'zgrtati', 'tuđ', 'ujed', 'svet', 'pretiti', 'oko', 'koji', 'taman', 'smrt']
9	ti gledaš vodopad kako se penuši, slušaš fijuk vetra kraj rečnih obala, i osećaš maglu što štipa i guši, no ne vidiš sunce u bari sred kala. gledaš kako grana za granom se suši i preliva jesen iznad morskih vala umornoga sunca hiljadama šara i mre tisuć boja šumom četinara. i gledaš kad jutro iz ložnice stupa, i slušaš kleptanje izgladnjele čaplje, gledaš kako mesec mlekom brda kupa i sanjiva rosa jutrom s ruža kaplje, i ne vidiš ništa i koračaš dalje plačući što nebo samo sumor šalje. o, misliš li možda, postoji lepota daleka i čudna, nepojamna nikom? bludeći je tražiš stazama života, očajno je kličeš svojom grubom vikom, a vreteno svoje parka kad razmota, smućen ćeš čeznut' za slućenom slikom neznane lepote. čuj, u tebi sve je: tobom cvet miriše, tobom sunce greje tobom nebo plače, tobom gore cepte, u carstvu lepote žena krunu nosi, tobom ponoć bludi, tobom zvezde trepte, tobom zlo se ceri, tobom samrt kosi, andjeo i demon tobom s neba sleću tobom gospod živi, svetovi se kreću.	['gledati', 'vodopad', 'kako', 'penušiti', 'slušati', 'fijuk', 'vetar', 'kraj', 'rečni', 'obala', 'osećati', 'magla', 'štipati', 'gušiti', 'no', 'videti', 'sunce', 'bara', 'sred', 'kalo', 'gledati', 'kako', 'grana', 'grana', 'sušiti', 'prelivati', 'jesen', 'iznad', 'morski', 'val', 'umoran', 'sunce', 'hiljada', 'šara', 'mreti', 'tisuć', 'boja', 'šuma', 'četinar', 'gledati', 'jutro', 'ložnica', 'stupati', 'slušati', 'kleptanje', 'izgladneti', 'čaplja', 'gledati', 'kako', 'mesec', 'mleko', 'brdo', 'kup', 'sanjiv', 'rosa', 'jutro', 'ruža', 'kapati', 'videti', 'ništa', 'koračati', 'daleko', 'plakati', 'nebo', 'samo', 'sumor', 'slati', 'misliti', 'možda', 'postojati', 'lepota', 'dalek', 'čudan', 'nepojaman', 'nitko', 'bluditi', 'tražiti', 'staza', 'život', 'očajno', 'klicati', 'svoj', 'grub', 'vika', 'vreteno', 'svoj', 'park', 'razmotati', 'smutiti', 'čeznut', 'slutiti', 'slika', 'neznan', 'lepota', 'čuti', 'cvet', 'mirisati', 'sunce', 'grejati', 'nebo', 'plakati', 'gore', 'čepti', 'carstvo', 'lepota', 'žena', 'kruna', 'nositi', 'ponoć', 'bluditi', 'zvezda', 'trepteti', 'zlo', 'ceriti', 'samrt', 'kosa', 'anđeo', 'demon', 'nebo', 'sletati', 'Gospod', 'živeti', 'svet', 'kretati']
14	sipao je kafu u šolju, dolio mleko, stavio je šećer u belu kafu, promešao kašičicom, popio belu kafu i spustio šolju ne govoreći ništa. potom je zapalio cigaretu, pravio kolutove dima, otresao pepeo u pepeljaru ne govoreći mi ništa, ne gledajući me. ustao je, stavio šešir na glavu, obukao kišni mantil jer je padala kiša i otišao po kiši, bez reči, bez pogleda, a ja sam spustila glavu u ruke i plakala.	['sipati', 'kafa', 'šolja', 'doliti', 'mleko', 'staviti', 'šećer', 'bel', 'kafa', 'promešati', 'kašičica', 'popiti', 'bel', 'kafa', 'spustiti', 'šolja', 'govoriti', 'ništa', 'potom', 'zapaliti', 'cigareta', 'praviti', 'kolut', 'dim', 'otresati', 'pepeo', 'pepeljara', 'govoriti', 'ništa', 'gledati', 'ustati', 'staviti', 'šešir', 'glava', 'obući', 'kišan', 'mantil', 'jer', 'padati', 'kiša', 'otići', 'kiša', 'bez', 'reč', 'bez', 'pogled', 'spustiti', 'glava', 'ruka', 'plakati']
14	ne sanjajte, samo ubacite karton, pa rintajte, šljakajte, rmbajte, crnčite... ne sanjajte, elektronika će sanjati za vas. ne čitajte elektročitač će čitati za vas. ne tucajte više, elektrotucač će to raditi za vas. samo ubacite karton, rintajte, šljakajte, rmbajte, crnčite.ne počivajte nikad. rad počiva na vama. 	['sanjati', 'samo', 'ubaciti', 'karton', 'rintati', 'šljakati', 'rmbati', 'crnčiti', 'sanjati', 'elektronika', 'sanjati', 'čitati', 'elektročitač', 'čitati', 'tucati', 'mnogo', 'elektrotucač', 'raditi', 'samo', 'ubaciti', 'karton', 'rintati', 'šljakati', 'rmbati', 'crnčiti', 'počivati', 'nikad', 'rad', 'počivati']
3	al' se nebo osmeiva, al' se reka plavi, a ribarče u čun sniva jasno kô na javi. on itnuo udičicu, ribicu je stekô, metnuo na žeravicu, pa je tako pekô. „žeravico, de se trudi, nemoj tako sporo.“ ribica mu veće rudi, gotova je skoro. rudi riba — jošte malo — sad mu je pečena, srce mu se zaigralo: „amo sad, milena! dole ćemo jako sesti, al' će da se sladi, morô bi te, ribo, jesti i da nije gladi.“ pa je uze, pa njom brže da primakne k usti, čun se ljuljnu, on se trže, ode sanak pusti.	['nebo', 'osmeivati', 'reka', 'plav', 'ribarče', 'čun', 'snivati', 'jasno', 'kô', 'java', 'itnuti', 'udičica', 'ribica', 'stekô', 'metnuti', 'žeravica', 'tako', 'pekô', 'žeravico', 'de', 'truditi', 'moći', 'tako', 'sporo', 'ribica', 'velik', 'ruda', 'gotov', 'skoro', 'ruda', 'riba', 'Jošt', 'malo', 'sad', 'peći', 'srce', 'zaigrati', 'amo', 'sad', 'Milena', 'dole', 'jako', 'sesti', 'sladiti', 'morô', 'riba', 'jesti', 'glad', 'uzeti', 'brzo', 'primaknuti', 'k', 'usta', 'čun', 'ljuljan', 'trg', 'otići', 'sanak', 'pustiti']
4	bio sam dečak i mudrosti bilo u mojoj maloj glavi - da najviše slasti ima u voću koje se prvo javi. rastao dečak - rasli snovi ko nebo što se plavi, al najviše slasti beše u voću koje se prvo javi. ljubavi išle jedna za drugom živeo život pravi, al najviše slasti beše u voću koje se prvo javi. video ljude, video sveta, išao prema slavi, al najviše slasti beše u voću koje se prvo javi. i sve je prošlo, ostalo samo u srcu i u glavi da najviše slasti ima u voću koje se prvo javi.	['dečak', 'mudrost', 'mali', 'glava', 'mnogo', 'slast', 'imati', 'voće', 'koji', 'prvo', 'javiti', 'rastati', 'dečak', 'rasti', 'san', 'nebo', 'plav', 'mnogo', 'slast', 'Beš', 'voće', 'koji', 'prvo', 'javiti', 'ljubav', 'ići', 'jedan', 'drugi', 'živeti', 'život', 'prav', 'mnogo', 'slast', 'Beš', 'voće', 'koji', 'prvo', 'javiti', 'videti', 'čovek', 'video', 'svet', 'ići', 'prema', 'slava', 'mnogo', 'slast', 'Beš', 'voće', 'koji', 'prvo', 'javiti', 'proći', 'ostati', 'samo', 'srce', 'glava', 'mnogo', 'slast', 'imati', 'voće', 'koji', 'prvo', 'javiti']
4	gutam vatru, krotim lava, letim na trapezu, iznad vaših ludih glava širim zlatnu jezu. strasću vrsnih manijaka moju smelost masa prati, svet navija za ludaka da svoj život obogati. svi čekaju da otkacim, da probijem telom mrežu, da udarim svim i svacim o zemaljsku silu težu. to će biti bum-bumova za udarne kolor strane: pada jedan od klovnova da ulepša nase dane..	['gutati', 'vatra', 'krotiti', 'lav', 'letiti', 'trapez', 'iznad', 'vaš', 'lud', 'glava', 'širok', 'zlatan', 'jeza', 'strast', 'vrstan', 'manijak', 'smelost', 'masa', 'pratiti', 'svet', 'navijati', 'ludak', 'svoj', 'život', 'obogatiti', 'čekati', 'otkačiti', 'probiti', 'telo', 'mreža', 'udariti', 'svači', 'zemaljski', 'sila', 'težak', 'bum-bum', 'udarni', 'kolor', 'strana', 'padati', 'jedan', 'klovn', 'ulepšati', 'naš', 'dan']
6	nad ostrvom punim čempresa i bora, mlado, krupno sunce prži, puno plama; i trepti nad šumom i nad obalama slan i modar miris proletnjega mora. ljubičaste gore, granitne, do svoda, zrcale se u dnu; mirno i bez pene, površina šušti i celiva stene; svod se svetli topal, staklen, iznad voda. prah sunčani trepti nad ispranim peskom, i srebrni galeb ponekad se vidi, svetluca nad vodom. i mirišu hridi mirisom od riba i modrijem vreskom. sve je tako tiho. i u mojoj duši produženo vidim ovo mirno more: šume oleandra, ljubičaste gore, i bled obzor što se proteže i puši. nemo stoje u njoj srebrnaste, rodne obale i vrti; i svetli i pali mlado, krupno sunce; i ne šušte vali - galeb još svetluca. mir. svuda je podne.	['nad', 'ostrvo', 'pun', 'čempres', 'bor', 'mlad', 'krupan', 'sunce', 'pržiti', 'puno', 'plam', 'trepteti', 'nad', 'šuma', 'nad', 'obala', 'slan', 'modar', 'miris', 'proletnji', 'more', 'ljubičast', 'gora', 'granitni', 'svod', 'zrcaliti', 'dno', 'mirno', 'bez', 'pena', 'površina', 'šuštati', 'celivati', 'stena', 'svod', 'svetliti', 'Topal', 'staklen', 'iznad', 'voda', 'prah', 'sunčan', 'trepteti', 'nad', 'isprati', 'pesak', 'srebrn', 'galeb', 'ponekad', 'videti', 'svetlucati', 'nad', 'voda', 'mirisati', 'hrid', 'miris', 'riba', 'modar', 'vresak', 'tako', 'tiho', 'duša', 'produžiti', 'videti', 'ovaj', 'miran', 'more', 'šuma', 'oleandar', 'ljubičast', 'zlo', 'bled', 'obzor', 'protezati', 'pušiti', 'nemo', 'stajati', 'srebrnast', 'rodan', 'obala', 'vrteti', 'svetao', 'paliti', 'mlad', 'krupan', 'sunce', 'šuštati', 'val', 'galeb', 'još', 'svetlucati', 'mir', 'svuda', 'podne']
6	o plodu zbori cvet što padne, reka o huci plimâ; o ognju sunca zvezde hladne, a suton o svitanjima. osmeh za slasti beskonačne, i krilo za prostor sveta; o večnoj sreći oči plačne; pad zbori za trijumf leta. i mir gde zrnje mraka niče, da sav šum sferâ taji... zvezde što padnu, to su priče da i smrt zna da sjaji.	['plod', 'zboriti', 'cvet', 'pasti', 'reka', 'huka', 'plima', 'oganj', 'sunce', 'zvezda', 'hladan', 'suton', 'svitanje', 'osmeh', 'slast', 'beskonačan', 'krilo', 'prostor', 'svet', 'večan', 'sreća', 'oko', 'plačan', 'pad', 'zboriti', 'trijumf', 'let', 'mir', 'gde', 'zrnje', 'mrak', 'nicati', 'šum', 'sfera', 'tajiti', 'zvezda', 'pasti', 'priča', 'smrt', 'znati', 'sjajiti']
